sample,timestamp_ms,variant,tap,edges,freq_khz,temp_c
105,105000,carry,32,292,74755.8,49.8
106,106000,carry,32,292,74738.4,49.9
107,107000,carry,32,292,74698.6,50.0
108,108000,carry,32,292,74707.9,50.0
109,109000,carry,32,293,75080.9,50.1
110,110000,carry,32,290,74164.9,50.2
111,111000,carry,32,290,74225.4,50.3
112,112000,carry,32,291,74541.4,50.4
113,113000,carry,32,292,74655.8,50.4
114,114000,carry,32,292,74796.7,50.5
115,115000,carry,32,292,74737.9,50.6
116,116000,carry,32,291,74535.9,50.7
117,117000,carry,32,292,74840.2,50.7
118,118000,carry,32,292,74832.9,50.8
119,119000,carry,32,292,74634.0,50.9
120,120000,carry,32,292,74798.8,50.9
121,121000,carry,32,292,74635.2,51.0
122,122000,carry,32,291,74439.5,51.1
123,123000,carry,32,292,74712.3,51.1
124,124000,carry,32,291,74572.2,51.2
125,125000,carry,32,291,74539.1,51.3
126,126000,carry,32,292,74859.7,51.3
127,127000,carry,32,289,73974.1,51.4
128,128000,carry,32,290,74196.9,51.4
129,129000,carry,32,290,74240.4,51.5
130,130000,carry,32,291,74416.6,51.6
131,131000,carry,32,291,74433.1,51.6
132,132000,carry,32,290,74145.5,51.7
133,133000,carry,32,290,74254.6,51.7
134,134000,carry,32,290,74275.0,51.8
135,135000,carry,32,293,75008.9,51.8
136,136000,carry,32,292,74855.3,51.9
137,137000,carry,32,290,74353.8,51.9
138,138000,carry,32,290,74357.6,52.0
139,139000,carry,32,290,74175.4,52.0
140,140000,carry,32,289,73999.2,52.1
141,141000,carry,32,291,74392.5,52.1
142,142000,carry,32,290,74189.4,52.2
143,143000,carry,32,291,74386.8,52.2
144,144000,carry,32,289,74042.3,52.3
145,145000,carry,32,290,74223.2,52.3
146,146000,carry,32,291,74420.4,52.4
147,147000,carry,32,291,74462.9,52.4
148,148000,carry,32,291,74468.5,52.5
149,149000,carry,32,289,74074.9,52.5
150,150000,carry,32,291,74554.5,52.5
151,151000,carry,32,290,74179.8,52.6
152,152000,carry,32,291,74493.9,52.6
153,153000,carry,32,290,74345.0,52.7
154,154000,carry,32,289,74035.1,52.7
155,155000,carry,32,290,74266.3,52.7
156,156000,carry,32,291,74413.1,52.8
157,157000,carry,32,291,74463.3,52.8
158,158000,carry,32,290,74290.2,52.8
159,159000,carry,32,292,74658.2,52.9
160,160000,carry,32,291,74536.5,52.9
161,161000,carry,32,290,74250.0,52.9
162,162000,carry,32,291,74469.7,53.0
163,163000,carry,32,292,74729.0,53.0
164,164000,carry,32,292,74730.4,53.0
165,165000,carry,32,289,74015.3,53.1
166,166000,carry,32,289,74078.2,53.1
167,167000,carry,32,291,74611.3,53.1
168,168000,carry,32,289,74040.3,53.2
169,169000,carry,32,289,73977.3,53.2
170,170000,carry,32,290,74159.6,53.2
171,171000,carry,32,290,74357.5,53.3
172,172000,carry,32,290,74237.2,53.3
173,173000,carry,32,289,74111.2,53.3
174,174000,carry,32,289,74102.1,53.3
175,175000,carry,32,289,74089.9,53.4
176,176000,carry,32,289,74048.9,53.4
177,177000,carry,32,292,74749.4,53.4
178,178000,carry,32,290,74303.9,53.5
179,179000,carry,32,291,74431.6,53.5
180,180000,carry,32,290,74121.8,53.5
181,181000,carry,32,290,74185.9,53.5
182,182000,carry,32,289,74065.1,53.6
183,183000,carry,32,288,73630.2,53.6
184,184000,carry,32,289,73910.6,53.6
185,185000,carry,32,288,73811.1,53.6
186,186000,carry,32,288,73710.3,53.6
187,187000,carry,32,289,73942.0,53.7
188,188000,carry,32,291,74500.0,53.7
189,189000,carry,32,290,74192.2,53.7
190,190000,carry,32,291,74486.4,53.7
191,191000,carry,32,290,74287.8,53.8
192,192000,carry,32,290,74367.6,53.8
193,193000,carry,32,289,73990.2,53.8
194,194000,carry,32,290,74304.6,53.8
195,195000,carry,32,290,74347.4,53.8
196,196000,carry,32,289,74054.3,53.9
197,197000,carry,32,290,74304.5,53.9
198,198000,carry,32,290,74303.5,53.9
199,199000,carry,32,289,74052.7,53.9
200,200000,carry,32,289,73922.6,53.9
201,201000,carry,32,289,73906.6,53.9
202,202000,carry,32,290,74186.9,54.0
203,203000,carry,32,290,74238.1,54.0
204,204000,carry,32,289,73986.7,54.0
205,205000,carry,32,290,74166.6,54.0
206,206000,carry,32,290,74285.4,54.0
207,207000,carry,32,290,74293.8,54.0
208,208000,carry,32,291,74499.4,54.1
209,209000,carry,32,291,74436.1,54.1
210,210000,carry,32,289,73927.2,54.1
211,211000,carry,32,291,74522.3,54.1
212,212000,carry,32,289,74027.7,54.1
213,213000,carry,32,291,74376.2,54.1
214,214000,carry,32,290,74157.0,54.2
215,215000,carry,32,289,74048.3,54.2
216,216000,carry,32,288,73736.0,54.2
217,217000,carry,32,289,74098.0,54.2
218,218000,carry,32,288,73787.5,54.2
219,219000,carry,32,290,74347.7,54.2
220,220000,carry,32,291,74468.1,54.2
221,221000,carry,32,289,73951.8,54.2
222,222000,carry,32,290,74194.5,54.3
223,223000,carry,32,289,73964.3,54.3
224,224000,carry,32,289,73984.2,54.3
225,225000,carry,32,290,74294.6,54.3
226,226000,carry,32,290,74112.2,54.3
227,227000,carry,32,291,74506.0,54.3
228,228000,carry,32,289,74010.4,54.3
229,229000,carry,32,290,74338.3,54.3
230,230000,carry,32,290,74136.3,54.4
231,231000,carry,32,290,74290.1,54.4
232,232000,carry,32,289,74012.3,54.4
233,233000,carry,32,289,74099.2,54.4
234,234000,carry,32,289,74083.2,54.4
235,235000,carry,32,289,73921.6,54.4
236,236000,carry,32,290,74253.3,54.4
237,237000,carry,32,290,74249.3,54.4
238,238000,carry,32,290,74235.4,54.4
239,239000,carry,32,291,74443.9,54.4
240,240000,carry,32,291,74423.1,54.5
241,241000,carry,32,289,74016.3,54.5
242,242000,carry,32,290,74181.4,54.5
243,243000,carry,32,289,73958.6,54.5
244,244000,carry,32,289,74101.2,54.5
245,245000,carry,32,289,73961.6,54.5
246,246000,carry,32,291,74453.8,54.5
247,247000,carry,32,290,74173.4,54.5
248,248000,carry,32,289,74043.0,54.5
249,249000,carry,32,290,74355.7,54.5
250,250000,carry,32,288,73606.9,54.5
251,251000,carry,32,288,73640.6,54.5
252,252000,carry,32,290,74264.1,54.6
253,253000,carry,32,289,74099.6,54.6
254,254000,carry,32,290,74140.9,54.6
255,255000,carry,32,288,73789.4,54.6
256,256000,carry,32,289,74078.1,54.6
257,257000,carry,32,291,74527.5,54.6
258,258000,carry,32,290,74264.5,54.6
259,259000,carry,32,290,74118.1,54.6
260,260000,carry,32,289,73981.9,54.6
261,261000,carry,32,289,73990.9,54.6
262,262000,carry,32,288,73604.5,54.6
263,263000,carry,32,290,74134.1,54.6
264,264000,carry,32,290,74263.9,54.6
265,265000,carry,32,288,73725.0,54.6
266,266000,carry,32,289,73927.4,54.6
267,267000,carry,32,288,73816.3,54.6
268,268000,carry,32,289,73858.2,54.7
269,269000,carry,32,289,74083.8,54.7
270,270000,carry,32,288,73608.0,54.7
271,271000,carry,32,290,74206.9,54.7
272,272000,carry,32,290,74237.2,54.7
273,273000,carry,32,289,74013.2,54.7
274,274000,carry,32,287,73517.0,54.7
275,275000,carry,32,288,73846.1,54.7
276,276000,carry,32,290,74340.8,54.7
277,277000,carry,32,287,73448.9,54.7
278,278000,carry,32,289,73988.3,54.7
279,279000,carry,32,288,73802.6,54.7
280,280000,carry,32,290,74242.9,54.7
281,281000,carry,32,289,73913.5,54.7
282,282000,carry,32,290,74152.6,54.7
283,283000,carry,32,290,74187.9,54.7
284,284000,carry,32,291,74469.6,54.7
285,285000,carry,32,289,74016.0,54.7
286,286000,carry,32,290,74144.0,54.7
287,287000,carry,32,288,73729.9,54.7
288,288000,carry,32,290,74323.8,54.8
289,289000,carry,32,289,73889.8,54.8
290,290000,carry,32,289,73933.6,54.8
291,291000,carry,32,289,74052.7,54.8
292,292000,carry,32,288,73709.9,54.8
293,293000,carry,32,289,74107.4,54.8
294,294000,carry,32,290,74271.0,54.8
295,295000,carry,32,290,74120.7,54.8
296,296000,carry,32,288,73702.1,54.8
297,297000,carry,32,289,74027.1,54.8
298,298000,carry,32,290,74219.0,54.8
299,299000,carry,32,288,73636.4,54.8
