sample,timestamp_ms,variant,tap,edges,freq_khz,temp_c
289,0,carry,32,294,75311.8,42.0
290,0,carry,32,297,75910.0,42.0
291,0,carry,32,293,75026.0,42.0
292,0,carry,32,297,75954.1,42.0
293,0,carry,32,294,75305.4,42.0
294,0,carry,32,296,75773.8,42.0
295,0,carry,32,296,75721.5,42.0
296,0,carry,32,297,76112.0,42.0
297,0,carry,32,296,75703.4,42.0
298,0,carry,32,295,75547.2,42.0
299,0,carry,32,295,75604.1,42.0
300,0,carry,32,297,76143.3,42.0
301,0,carry,32,297,75920.1,42.0
302,0,carry,32,295,75640.7,42.0
303,0,carry,32,296,75685.9,42.0
304,0,carry,32,294,75282.7,42.0
305,0,carry,32,296,75875.3,42.0
306,0,carry,32,294,75224.3,42.0
307,0,carry,32,297,75985.4,42.0
308,0,carry,32,296,75796.6,42.0
309,0,carry,32,299,76480.9,42.0
310,0,carry,32,295,75424.2,42.0
311,0,carry,32,296,75726.5,42.0
312,0,carry,32,298,76302.5,42.0
313,0,carry,32,297,76118.6,42.0
314,0,carry,32,295,75546.6,42.0
315,0,carry,32,296,75825.4,42.0
316,0,carry,32,296,75758.2,42.0
317,0,carry,32,296,75843.0,42.0
318,0,carry,32,295,75545.9,42.0
319,0,carry,32,296,75730.5,42.0
320,0,carry,32,294,75273.3,42.0
321,0,carry,32,296,75798.5,42.0
322,0,carry,32,296,75893.9,42.0
323,0,carry,32,296,75688.7,42.0
324,0,carry,32,294,75268.2,42.0
325,0,carry,32,297,76057.1,42.0
326,0,carry,32,296,75868.0,42.0
327,0,carry,32,295,75537.6,42.0
328,0,carry,32,296,75672.5,42.0
329,0,carry,32,294,75302.8,42.0
330,0,carry,32,295,75446.8,42.0
331,0,carry,32,295,75594.6,42.0
332,0,carry,32,297,76129.8,42.0
333,0,carry,32,295,75563.8,42.0
334,0,carry,32,297,75951.6,42.0
335,0,carry,32,295,75594.4,42.0
336,0,carry,32,296,75832.7,42.0
337,0,carry,32,296,75714.7,42.0
338,0,carry,32,297,76022.1,42.0
339,0,carry,32,295,75595.5,42.0
340,0,carry,32,294,75281.1,42.0
341,0,carry,32,294,75338.8,42.0
342,0,carry,32,295,75596.4,42.0
343,0,carry,32,294,75379.1,42.0
344,0,carry,32,296,75881.9,42.0
345,0,carry,32,295,75616.4,42.0
346,0,carry,32,299,76477.2,42.0
347,0,carry,32,294,75231.0,42.0
348,0,carry,32,296,75819.3,42.0
349,0,carry,32,295,75415.8,42.0
350,0,carry,32,295,75608.1,42.0
351,0,carry,32,296,75800.4,42.0
352,0,carry,32,293,75052.9,42.0
353,0,carry,32,296,75829.3,42.0
354,0,carry,32,298,76334.2,42.0
355,0,carry,32,295,75620.2,42.0
356,0,carry,32,296,75836.3,42.0
357,0,carry,32,297,76068.2,42.0
358,0,carry,32,296,75707.9,42.0
359,0,carry,32,295,75581.5,42.0
360,0,carry,32,293,75068.0,42.0
361,0,carry,32,297,75951.8,42.0
362,0,carry,32,296,75723.3,42.0
363,0,carry,32,295,75450.7,42.0
364,0,carry,32,296,75795.9,42.0
365,0,carry,32,295,75580.7,42.0
366,0,carry,32,295,75597.4,42.0
367,0,carry,32,297,75941.3,42.0
368,0,carry,32,294,75352.0,42.0
369,0,carry,32,297,76074.9,42.0
370,0,carry,32,294,75334.0,42.0
371,0,carry,32,295,75556.8,42.0
372,0,carry,32,298,76340.3,42.0
373,0,carry,32,297,76099.2,42.0
374,0,carry,32,296,75787.2,42.0
375,0,carry,32,295,75472.6,42.0
376,0,carry,32,295,75597.2,42.0
377,0,carry,32,296,75779.8,42.0
378,0,carry,32,296,75768.9,42.0
379,0,carry,32,296,75730.0,42.0
380,0,carry,32,296,75748.2,42.0
381,0,carry,32,296,75692.6,42.0
382,0,carry,32,294,75320.6,42.0
383,0,carry,32,295,75601.1,42.0
384,0,carry,32,297,76034.7,42.0
385,0,carry,32,294,75342.9,42.0
386,0,carry,32,296,75700.1,42.0
387,0,carry,32,295,75509.2,42.0
388,0,carry,32,296,75791.3,42.0
389,0,carry,32,295,75639.8,42.0
390,0,carry,32,298,76205.3,42.0
391,0,carry,32,297,75911.1,42.0
392,0,carry,32,294,75360.1,42.0
393,0,carry,32,297,75961.0,42.0
394,0,carry,32,295,75522.8,42.0
395,0,carry,32,295,75582.7,42.0
396,0,carry,32,296,75852.7,42.0
397,0,carry,32,295,75608.6,42.0
398,0,carry,32,297,76028.1,42.0
399,0,carry,32,295,75522.9,42.0
400,0,lut,32,413,105601.1,42.0
401,0,lut,32,412,105573.3,42.0
402,0,lut,32,413,105640.7,42.0
403,0,lut,32,417,106876.7,42.0
404,0,lut,32,416,106527.4,42.0
405,0,lut,32,419,107330.1,42.0
406,0,lut,32,421,107744.2,42.0
407,0,lut,32,411,105295.4,42.0
408,0,lut,32,415,106112.9,42.0
409,0,lut,32,411,105187.4,42.0
410,0,lut,32,412,105483.3,42.0
411,0,lut,32,412,105592.8,42.0
412,0,lut,32,411,105275.7,42.0
413,0,lut,32,411,105279.7,42.0
414,0,lut,32,414,105953.5,42.0
415,0,lut,32,411,105157.3,42.0
416,0,lut,32,417,106685.8,42.0
417,0,lut,32,412,105379.2,42.0
418,0,lut,32,422,108146.5,42.0
419,0,lut,32,413,105725.5,42.0
420,0,lut,32,415,106114.1,42.0
421,0,lut,32,411,105098.9,42.0
422,0,lut,32,419,107327.2,42.0
423,0,lut,32,418,106891.8,42.0
424,0,lut,32,415,106281.0,42.0
425,0,lut,32,410,105060.7,42.0
426,0,lut,32,415,106217.0,42.0
427,0,lut,32,411,105228.0,42.0
428,0,lut,32,419,107146.3,42.0
429,0,lut,32,417,106661.4,42.0
430,0,lut,32,415,106131.5,42.0
431,0,lut,32,407,104251.8,42.0
432,0,lut,32,411,105330.5,42.0
433,0,lut,32,416,106571.2,42.0
434,0,lut,32,418,106961.1,42.0
435,0,lut,32,418,106884.1,42.0
436,0,lut,32,410,104878.7,42.0
437,0,lut,32,415,106284.5,42.0
438,0,lut,32,417,106814.5,42.0
439,0,lut,32,409,104829.4,42.0
440,0,lut,32,414,106054.7,42.0
441,0,lut,32,415,106263.9,42.0
442,0,lut,32,413,105837.3,42.0
443,0,lut,32,409,104685.5,42.0
444,0,lut,32,413,105818.8,42.0
445,0,lut,32,413,105817.6,42.0
446,0,lut,32,414,105950.7,42.0
447,0,lut,32,413,105642.3,42.0
448,0,lut,32,413,105731.7,42.0
449,0,lut,32,414,106031.1,42.0
450,0,lut,32,416,106389.1,42.0
451,0,lut,32,413,105834.6,42.0
452,0,lut,32,413,105756.5,42.0
453,0,lut,32,415,106129.2,42.0
454,0,lut,32,409,104634.5,42.0
455,0,lut,32,416,106414.8,42.0
456,0,lut,32,414,106060.2,42.0
457,0,lut,32,414,106090.1,42.0
458,0,lut,32,417,106773.9,42.0
459,0,lut,32,409,104610.8,42.0
460,0,lut,32,409,104595.2,42.0
461,0,lut,32,415,106263.9,42.0
462,0,lut,32,414,106055.3,42.0
463,0,lut,32,415,106186.9,42.0
464,0,lut,32,413,105717.5,42.0
465,0,lut,32,416,106553.8,42.0
466,0,lut,32,417,106753.0,42.0
467,0,lut,32,416,106419.9,42.0
468,0,lut,32,414,105867.0,42.0
469,0,lut,32,408,104495.8,42.0
470,0,lut,32,417,106631.7,42.0
471,0,lut,32,418,106967.6,42.0
472,0,lut,32,416,106539.1,42.0
473,0,lut,32,412,105407.5,42.0
474,0,lut,32,416,106560.8,42.0
475,0,lut,32,417,106699.5,42.0
476,0,lut,32,419,107217.9,42.0
477,0,lut,32,412,105410.2,42.0
478,0,lut,32,414,105892.5,42.0
479,0,lut,32,416,106615.4,42.0
480,0,lut,32,414,106103.2,42.0
481,0,lut,32,411,105231.1,42.0
482,0,lut,32,416,106368.4,42.0
483,0,lut,32,416,106490.2,42.0
484,0,lut,32,415,106125.9,42.0
485,0,lut,32,415,106223.6,42.0
486,0,lut,32,414,105868.5,42.0
487,0,lut,32,419,107158.1,42.0
488,0,lut,32,412,105391.9,42.0
489,0,lut,32,413,105624.6,42.0
490,0,lut,32,414,106068.8,42.0
491,0,lut,32,417,106713.2,42.0
492,0,lut,32,410,104948.9,42.0
493,0,lut,32,410,105087.8,42.0
494,0,lut,32,408,104547.7,42.0
495,0,lut,32,414,106084.9,42.0
496,0,lut,32,411,105230.3,42.0
497,0,lut,32,413,105775.1,42.0
498,0,lut,32,416,106551.6,42.0
499,0,lut,32,412,105584.3,42.0
500,0,lut,32,415,106232.3,42.0
501,0,lut,32,413,105838.4,42.0
502,0,lut,32,416,106559.6,42.0
503,0,lut,32,416,106413.4,42.0
504,0,lut,32,412,105546.9,42.0
505,0,lut,32,414,105935.4,42.0
506,0,lut,32,417,106835.5,42.0
507,0,lut,32,415,106352.7,42.0
508,0,lut,32,410,105023.5,42.0
509,0,lut,32,416,106547.4,42.0
510,0,lut,32,411,105255.4,42.0
511,0,lut,32,418,107109.3,42.0
512,0,lut,32,417,106820.9,42.0
513,0,lut,32,415,106275.8,42.0
514,0,lut,32,415,106177.3,42.0
515,0,lut,32,414,105905.4,42.0
516,0,lut,32,416,106564.4,42.0
517,0,lut,32,413,105785.3,42.0
518,0,lut,32,415,106235.5,42.0
519,0,lut,32,417,106708.0,42.0
520,0,lut,32,413,105643.5,42.0
521,0,lut,32,413,105603.1,42.0
522,0,lut,32,411,105173.9,42.0
523,0,lut,32,411,105270.3,42.0
524,0,lut,32,409,104703.2,42.0
525,0,lut,32,416,106602.4,42.0
526,0,lut,32,420,107403.6,42.0
527,0,lut,32,418,107118.8,42.0
528,0,lut,32,410,104853.4,42.0
529,0,lut,32,416,106598.8,42.0
530,0,lut,32,418,107116.4,42.0
531,0,lut,32,413,105721.5,42.0
532,0,lut,32,415,106135.9,42.0
533,0,lut,32,408,104569.9,42.0
534,0,lut,32,415,106258.6,42.0
535,0,lut,32,411,105271.0,42.0
536,0,lut,32,415,106208.8,42.0
537,0,lut,32,410,104901.5,42.0
538,0,lut,32,416,106463.6,42.0
539,0,lut,32,417,106821.2,42.0
540,0,lut,32,412,105479.2,42.0
541,0,lut,32,411,105216.5,42.0
542,0,lut,32,408,104459.9,42.0
543,0,lut,32,414,105862.8,42.0
544,0,lut,32,413,105628.8,42.0
545,0,lut,32,410,104909.1,42.0
546,0,lut,32,416,106396.9,42.0
547,0,lut,32,413,105726.5,42.0
548,0,lut,32,411,105262.0,42.0
549,0,lut,32,413,105648.9,42.0
550,0,lut,32,417,106856.0,42.0
551,0,lut,32,416,106508.2,42.0
552,0,lut,32,414,105964.1,42.0
553,0,lut,32,416,106520.2,42.0
554,0,lut,32,411,105198.7,42.0
555,0,lut,32,414,106084.6,42.0
556,0,lut,32,415,106170.0,42.0
557,0,lut,32,413,105711.8,42.0
558,0,lut,32,416,106383.9,42.0
559,0,lut,32,412,105481.2,42.0
560,0,lut,32,416,106439.1,42.0
561,0,lut,32,416,106470.3,42.0
562,0,lut,32,406,103894.8,42.0
563,0,lut,32,418,106944.3,42.0
564,0,lut,32,405,103798.0,42.0
565,0,lut,32,413,105603.2,42.0
566,0,lut,32,417,106821.8,42.0
567,0,lut,32,413,105825.0,42.0
568,0,lut,32,410,104972.1,42.0
569,0,lut,32,411,105248.6,42.0
570,0,lut,32,417,106823.0,42.0
571,0,lut,32,409,104634.0,42.0
572,0,lut,32,418,106898.8,42.0
573,0,lut,32,414,106019.7,42.0
574,0,lut,32,411,105175.3,42.0
575,0,lut,32,413,105627.7,42.0
576,0,lut,32,411,105305.4,42.0
577,0,lut,32,417,106703.7,42.0
578,0,lut,32,416,106604.4,42.0
579,0,lut,32,409,104784.3,42.0
580,0,lut,32,413,105761.0,42.0
581,0,lut,32,412,105419.8,42.0
582,0,lut,32,418,107020.9,42.0
583,0,lut,32,410,105058.3,42.0
584,0,lut,32,419,107251.6,42.0
585,0,lut,32,414,106035.9,42.0
586,0,lut,32,411,105198.0,42.0
587,0,lut,32,412,105557.8,42.0
588,0,lut,32,412,105465.5,42.0
589,0,lut,32,411,105114.3,42.0
590,0,lut,32,415,106131.0,42.0
591,0,lut,32,411,105149.0,42.0
592,0,lut,32,408,104441.8,42.0
593,0,lut,32,413,105778.7,42.0
594,0,lut,32,409,104722.1,42.0
595,0,lut,32,412,105502.2,42.0
596,0,lut,32,412,105385.7,42.0
597,0,lut,32,412,105413.8,42.0
598,0,lut,32,420,107546.2,42.0
599,0,lut,32,414,106102.5,42.0
600,0,loopback,32,31,8023.6,42.0
601,0,loopback,32,31,7829.5,42.0
602,0,loopback,32,31,7937.2,42.0
603,0,loopback,32,31,8020.7,42.0
604,0,loopback,32,31,7901.6,42.0
605,0,loopback,32,32,8087.2,42.0
606,0,loopback,32,31,7884.5,42.0
607,0,loopback,32,31,7972.5,42.0
608,0,loopback,32,31,7943.7,42.0
609,0,loopback,32,31,8015.8,42.0
610,0,loopback,32,31,7938.5,42.0
611,0,loopback,32,31,7974.0,42.0
612,0,loopback,32,31,7977.3,42.0
613,0,loopback,32,31,7929.5,42.0
614,0,loopback,32,31,8046.6,42.0
615,0,loopback,32,31,8022.9,42.0
616,0,loopback,32,31,7991.5,42.0
617,0,loopback,32,31,7958.7,42.0
618,0,loopback,32,32,8076.5,42.0
619,0,loopback,32,31,7977.4,42.0
620,0,loopback,32,31,7970.6,42.0
621,0,loopback,32,31,8010.1,42.0
622,0,loopback,32,32,8162.9,42.0
623,0,loopback,32,31,7871.3,42.0
624,0,loopback,32,32,8073.9,42.0
625,0,loopback,32,31,7818.3,42.0
626,0,loopback,32,31,8020.9,42.0
627,0,loopback,32,32,8151.2,42.0
628,0,loopback,32,31,8046.9,42.0
629,0,loopback,32,31,8016.4,42.0
630,0,loopback,32,31,7946.2,42.0
631,0,loopback,32,31,8003.0,42.0
632,0,loopback,32,31,7975.8,42.0
633,0,loopback,32,31,7924.5,42.0
634,0,loopback,32,31,7972.2,42.0
635,0,loopback,32,31,8019.0,42.0
636,0,loopback,32,31,7926.3,42.0
637,0,loopback,32,31,7922.6,42.0
638,0,loopback,32,31,7869.4,42.0
639,0,loopback,32,31,8037.5,42.0
640,0,loopback,32,31,8052.4,42.0
641,0,loopback,32,31,8022.2,42.0
642,0,loopback,32,32,8092.7,42.0
643,0,loopback,32,31,8008.4,42.0
644,0,loopback,32,31,8037.6,42.0
645,0,loopback,32,31,8029.2,42.0
646,0,loopback,32,31,7991.2,42.0
647,0,loopback,32,31,7949.0,42.0
648,0,loopback,32,32,8212.6,42.0
649,0,loopback,32,31,7956.6,42.0
650,0,loopback,32,31,7936.1,42.0
651,0,loopback,32,31,8041.7,42.0
652,0,loopback,32,31,8024.2,42.0
653,0,loopback,32,31,7865.1,42.0
654,0,loopback,32,32,8107.8,42.0
655,0,loopback,32,31,7991.0,42.0
656,0,loopback,32,31,7893.4,42.0
657,0,loopback,32,32,8114.1,42.0
658,0,loopback,32,31,8060.1,42.0
659,0,loopback,32,31,7878.6,42.0
660,0,loopback,32,32,8170.6,42.0
661,0,loopback,32,31,8063.2,42.0
662,0,loopback,32,31,7999.0,42.0
663,0,loopback,32,32,8152.7,42.0
664,0,loopback,32,31,8015.3,42.0
665,0,loopback,32,31,7997.3,42.0
666,0,loopback,32,31,7936.6,42.0
667,0,loopback,32,31,8055.9,42.0
668,0,loopback,32,31,8045.8,42.0
669,0,loopback,32,31,8001.4,42.0
670,0,loopback,32,31,7924.2,42.0
671,0,loopback,32,31,8012.5,42.0
672,0,loopback,32,31,7993.3,42.0
673,0,loopback,32,31,7872.0,42.0
674,0,loopback,32,31,7858.7,42.0
675,0,loopback,32,31,8054.3,42.0
676,0,loopback,32,30,7750.2,42.0
677,0,loopback,32,31,8019.7,42.0
678,0,loopback,32,31,7954.1,42.0
679,0,loopback,32,32,8125.6,42.0
680,0,loopback,32,31,7952.6,42.0
681,0,loopback,32,31,8063.3,42.0
682,0,loopback,32,31,7961.9,42.0
683,0,loopback,32,31,8010.9,42.0
684,0,loopback,32,32,8070.7,42.0
685,0,loopback,32,31,7955.6,42.0
686,0,loopback,32,32,8095.7,42.0
687,0,loopback,32,31,7904.6,42.0
688,0,loopback,32,31,8028.3,42.0
689,0,loopback,32,32,8088.6,42.0
690,0,loopback,32,31,8063.4,42.0
691,0,loopback,32,32,8184.0,42.0
