sample,timestamp_ms,variant,tap,edges,freq_khz,temp_c
82,82,carry,32,294,75319.4,42.0
83,83,carry,32,296,75779.4,42.0
84,84,carry,32,295,75597.1,42.0
85,85,carry,32,296,75828.1,42.0
86,86,carry,32,296,75764.2,42.0
87,87,carry,32,298,76243.0,42.0
88,88,carry,32,296,75685.0,42.0
89,89,carry,32,295,75447.4,42.0
90,90,carry,32,296,75811.9,42.0
91,91,carry,32,296,75824.2,42.0
92,92,carry,32,298,76169.5,42.0
93,93,carry,32,297,76010.6,42.0
94,94,carry,32,296,75865.7,42.0
95,95,carry,32,298,76201.0,42.0
96,96,carry,32,295,75397.3,42.0
97,97,carry,32,295,75563.7,42.0
98,98,carry,32,295,75476.8,42.0
99,99,carry,32,295,75639.5,42.0
100,100,carry,32,294,75340.4,42.0
101,101,carry,32,297,75950.0,42.0
102,102,carry,32,296,75690.2,42.0
103,103,carry,32,294,75311.9,42.0
104,104,carry,32,295,75449.8,42.0
105,105,carry,32,296,75852.6,42.0
106,106,carry,32,297,76011.6,42.0
107,107,carry,32,298,76362.6,42.0
108,108,carry,32,299,76640.6,42.0
109,109,carry,32,296,75883.2,42.0
110,110,carry,32,295,75457.7,42.0
111,111,carry,32,293,75111.5,42.0
112,112,carry,32,296,75838.7,42.0
113,113,carry,32,295,75511.2,42.0
114,114,carry,32,295,75631.7,42.0
115,115,carry,32,295,75572.1,42.0
116,116,carry,32,296,75714.9,42.0
117,117,carry,32,297,76080.6,42.0
118,118,carry,32,296,75805.2,42.0
119,119,carry,32,296,75709.5,42.0
120,120,carry,32,295,75443.7,42.0
121,121,carry,32,294,75250.1,42.0
122,122,carry,32,295,75610.2,42.0
123,123,carry,32,296,75741.3,42.0
124,124,carry,32,298,76293.3,42.0
125,125,carry,32,296,75797.1,42.0
126,126,carry,32,297,76055.4,42.0
127,127,carry,32,295,75606.3,42.0
128,128,carry,32,295,75398.5,42.0
129,129,carry,32,295,75465.1,42.0
130,130,carry,32,295,75537.8,42.0
131,131,carry,32,298,76402.6,42.0
132,132,carry,32,295,75508.7,42.0
133,133,carry,32,297,76011.7,42.0
134,134,carry,32,295,75484.0,42.0
135,135,carry,32,297,76039.9,42.0
136,136,carry,32,296,75874.2,42.0
137,137,carry,32,296,75710.1,42.0
138,138,carry,32,296,75745.2,42.0
139,139,carry,32,295,75559.2,42.0
140,140,carry,32,296,75892.7,42.0
141,141,carry,32,295,75619.7,42.0
142,142,carry,32,294,75386.2,42.0
143,143,carry,32,294,75370.3,42.0
144,144,carry,32,296,75809.9,42.0
145,145,carry,32,298,76236.1,42.0
146,146,carry,32,296,75806.1,42.0
147,147,carry,32,296,75721.6,42.0
148,148,carry,32,296,75844.2,42.0
149,149,carry,32,297,76153.3,42.0
150,150,carry,32,296,75824.1,42.0
151,151,carry,32,295,75633.1,42.0
152,152,carry,32,297,76092.8,42.0
153,153,carry,32,296,75887.5,42.0
154,154,carry,32,298,76223.0,42.0
155,155,carry,32,296,75813.1,42.0
156,156,carry,32,294,75386.5,42.0
157,157,carry,32,294,75343.0,42.0
158,158,carry,32,298,76257.9,42.0
159,159,carry,32,298,76279.9,42.0
160,160,carry,32,296,75703.2,42.0
161,161,carry,32,295,75641.5,42.0
162,162,carry,32,298,76200.4,42.0
163,163,carry,32,295,75422.1,42.0
164,164,carry,32,295,75486.4,42.0
165,165,carry,32,297,75952.5,42.0
166,166,carry,32,295,75638.0,42.0
167,167,carry,32,296,75756.0,42.0
168,168,carry,32,296,75708.0,42.0
169,169,carry,32,296,75859.9,42.0
170,170,carry,32,298,76184.1,42.0
171,171,carry,32,296,75785.0,42.0
172,172,carry,32,297,75952.7,42.0
173,173,carry,32,294,75136.3,42.0
174,174,carry,32,296,75742.8,42.0
175,175,carry,32,295,75502.1,42.0
176,176,carry,32,294,75388.2,42.0
177,177,carry,32,295,75491.5,42.0
178,178,carry,32,296,75656.3,42.0
179,179,carry,32,297,76035.1,42.0
180,180,carry,32,294,75355.6,42.0
181,181,carry,32,296,75766.9,42.0
182,182,carry,32,295,75610.9,42.0
183,183,carry,32,296,75658.3,42.0
184,184,carry,32,297,76061.4,42.0
185,185,carry,32,297,75920.6,42.0
186,186,carry,32,298,76162.8,42.0
187,187,carry,32,296,75710.8,42.0
188,188,carry,32,295,75546.7,42.0
189,189,carry,32,296,75689.7,42.0
190,190,carry,32,296,75831.1,42.0
191,191,carry,32,296,75811.1,42.0
192,192,carry,32,295,75429.0,42.0
193,193,carry,32,296,75785.0,42.0
194,194,carry,32,296,75826.7,42.0
195,195,carry,32,299,76520.4,42.0
196,196,carry,32,298,76326.3,42.0
197,197,carry,32,295,75499.0,42.0
198,198,carry,32,296,75670.5,42.0
199,199,carry,32,294,75314.1,42.0
200,200,carry,32,295,75578.6,42.0
201,201,carry,32,296,75853.2,42.0
202,202,carry,32,297,76123.0,42.0
203,203,carry,32,295,75536.6,42.0
204,204,carry,32,295,75559.3,42.0
205,205,carry,32,293,75106.9,42.0
206,206,carry,32,296,75708.3,42.0
207,207,carry,32,295,75435.6,42.0
208,208,carry,32,295,75597.1,42.0
209,209,carry,32,295,75491.9,42.0
210,210,carry,32,296,75729.0,42.0
211,211,carry,32,294,75224.9,42.0
212,212,carry,32,294,75313.0,42.0
213,213,carry,32,298,76402.8,42.0
214,214,carry,32,294,75367.4,42.0
215,215,carry,32,295,75425.2,42.0
216,216,carry,32,298,76314.2,42.0
217,217,carry,32,299,76637.9,42.0
218,218,carry,32,295,75402.6,42.0
219,219,carry,32,295,75646.0,42.0
220,220,carry,32,296,75861.1,42.0
221,221,carry,32,298,76281.4,42.0
222,222,carry,32,295,75458.5,42.0
223,223,carry,32,296,75683.2,42.0
224,224,carry,32,297,75993.1,42.0
225,225,carry,32,296,75889.3,42.0
226,226,carry,32,295,75643.6,42.0
227,227,carry,32,296,75717.0,42.0
228,228,carry,32,294,75340.9,42.0
229,229,carry,32,296,75685.4,42.0
230,230,carry,32,296,75676.9,42.0
231,231,carry,32,296,75827.9,42.0
232,232,carry,32,295,75589.3,42.0
233,233,carry,32,296,75900.5,42.0
234,234,carry,32,297,76064.5,42.0
235,235,carry,32,296,75804.7,42.0
236,236,carry,32,296,75864.2,42.0
237,237,carry,32,296,75773.7,42.0
238,238,carry,32,296,75757.6,42.0
239,239,carry,32,295,75538.9,42.0
240,240,carry,32,296,75853.5,42.0
241,241,carry,32,296,75728.1,42.0
242,242,carry,32,298,76391.9,42.0
243,243,carry,32,298,76234.3,42.0
244,244,carry,32,296,75874.5,42.0
245,245,carry,32,295,75526.3,42.0
246,246,carry,32,295,75420.5,42.0
247,247,carry,32,297,76118.5,42.0
248,248,carry,32,296,75837.2,42.0
249,249,carry,32,296,75903.1,42.0
250,250,carry,32,294,75228.9,42.0
251,251,carry,32,297,76038.6,42.0
252,252,carry,32,296,75895.3,42.0
253,253,carry,32,295,75421.1,42.0
254,254,carry,32,295,75614.7,42.0
255,255,carry,32,296,75837.5,42.0
256,256,carry,32,296,75773.5,42.0
257,257,carry,32,296,75669.0,42.0
258,258,carry,32,296,75726.2,42.0
259,259,carry,32,296,75681.2,42.0
260,260,carry,32,296,75803.8,42.0
261,261,carry,32,298,76203.5,42.0
262,262,carry,32,293,74979.8,42.0
263,263,carry,32,296,75685.8,42.0
264,264,carry,32,296,75811.1,42.0
265,265,carry,32,296,75847.3,42.0
266,266,carry,32,295,75644.9,42.0
267,267,carry,32,294,75225.2,42.0
268,268,carry,32,296,75857.0,42.0
269,269,carry,32,298,76281.0,42.0
270,270,carry,32,294,75292.8,42.0
271,271,carry,32,297,76019.3,42.0
272,272,carry,32,296,75658.0,42.0
273,273,carry,32,296,75739.0,42.0
274,274,carry,32,295,75438.5,42.0
275,275,carry,32,296,75656.2,42.0
276,276,carry,32,297,76151.5,42.0
277,277,carry,32,297,75934.1,42.0
278,278,carry,32,298,76282.5,42.0
279,279,carry,32,297,76114.4,42.0
280,280,carry,32,296,75890.6,42.0
281,281,carry,32,298,76286.0,42.0
282,282,carry,32,296,75890.6,42.0
283,283,carry,32,297,76008.5,42.0
284,284,carry,32,296,75667.7,42.0
285,285,carry,32,296,75777.7,42.0
286,286,carry,32,295,75546.2,42.0
287,287,carry,32,297,76057.4,42.0
288,288,carry,32,295,75400.5,42.0
289,289,carry,32,297,75994.7,42.0
290,290,carry,32,296,75699.8,42.0
291,291,carry,32,297,76112.5,42.0
292,292,carry,32,297,75985.1,42.0
293,293,carry,32,298,76309.3,42.0
294,294,carry,32,297,75979.0,42.0
295,295,carry,32,294,75281.2,42.0
296,296,carry,32,296,75737.3,42.0
297,297,carry,32,295,75402.4,42.0
298,298,carry,32,295,75600.5,42.0
299,299,carry,32,298,76215.5,42.0
300,300,carry,32,297,75950.8,42.0
301,301,carry,32,295,75545.8,42.0
302,302,carry,32,295,75450.4,42.0
303,303,carry,32,296,75767.5,42.0
304,304,carry,32,294,75388.9,42.0
305,305,carry,32,295,75554.2,42.0
306,306,carry,32,296,75852.1,42.0
307,307,carry,32,297,76107.7,42.0
308,308,carry,32,297,75942.0,42.0
309,309,carry,32,293,75063.2,42.0
310,310,carry,32,296,75849.8,42.0
311,311,carry,32,296,75779.4,42.0
312,312,carry,32,296,75883.0,42.0
313,313,carry,32,298,76247.3,42.0
314,314,carry,32,293,75132.4,42.0
315,315,carry,32,295,75578.5,42.0
316,316,carry,32,297,75936.6,42.0
317,317,carry,32,294,75278.3,42.0
318,318,carry,32,298,76204.8,42.0
319,319,carry,32,296,75869.2,42.0
320,320,carry,32,297,76014.1,42.0
321,321,carry,32,295,75584.6,42.0
322,322,carry,32,297,76004.2,42.0
323,323,carry,32,297,76081.4,42.0
324,324,carry,32,296,75828.1,42.0
325,325,carry,32,296,75828.6,42.0
326,326,carry,32,296,75839.5,42.0
327,327,carry,32,295,75496.0,42.0
328,328,carry,32,296,75712.9,42.0
329,329,carry,32,296,75711.4,42.0
330,330,carry,32,296,75873.8,42.0
331,331,carry,32,297,76060.6,42.0
332,332,carry,32,295,75436.8,42.0
333,333,carry,32,296,75719.7,42.0
334,334,carry,32,298,76206.5,42.0
335,335,carry,32,295,75532.2,42.0
336,336,carry,32,295,75508.4,42.0
337,337,carry,32,296,75818.9,42.0
338,338,carry,32,297,76013.5,42.0
339,339,carry,32,296,75761.0,42.0
340,340,carry,32,298,76160.3,42.0
341,341,carry,32,297,76017.2,42.0
342,342,carry,32,297,76012.7,42.0
343,343,carry,32,297,75925.5,42.0
344,344,carry,32,299,76462.9,42.0
345,345,carry,32,296,75695.4,42.0
346,346,carry,32,294,75150.4,42.0
347,347,carry,32,298,76243.7,42.0
348,348,carry,32,295,75618.9,42.0
349,349,carry,32,296,75790.3,42.0
350,350,carry,32,297,76154.4,42.0
351,351,carry,32,294,75272.0,42.0
352,352,carry,32,294,75378.3,42.0
353,353,carry,32,294,75272.3,42.0
354,354,carry,32,295,75516.9,42.0
355,355,carry,32,296,75890.8,42.0
356,356,carry,32,297,75916.4,42.0
357,357,carry,32,296,75841.3,42.0
358,358,carry,32,294,75329.5,42.0
359,359,carry,32,293,75057.5,42.0
360,360,carry,32,296,75774.0,42.0
361,361,carry,32,295,75614.6,42.0
362,362,carry,32,296,75896.8,42.0
363,363,carry,32,297,75970.3,42.0
364,364,carry,32,296,75799.5,42.0
365,365,carry,32,297,75987.9,42.0
366,366,carry,32,296,75827.0,42.0
367,367,carry,32,297,75918.2,42.0
368,368,carry,32,295,75544.0,42.0
369,369,carry,32,296,75703.1,42.0
370,370,carry,32,296,75817.2,42.0
371,371,carry,32,297,76006.2,42.0
372,372,carry,32,295,75638.3,42.0
373,373,carry,32,297,75915.5,42.0
374,374,carry,32,296,75677.0,42.0
375,375,carry,32,296,75722.0,42.0
376,376,carry,32,297,76008.9,42.0
377,377,carry,32,294,75153.6,42.0
378,378,carry,32,294,75364.7,42.0
379,379,carry,32,294,75308.4,42.0
380,380,carry,32,293,75050.4,42.0
381,381,carry,32,295,75552.0,42.0
382,382,carry,32,297,75984.7,42.0
383,383,carry,32,296,75671.2,42.0
384,384,carry,32,296,75817.5,42.0
385,385,carry,32,297,76087.6,42.0
386,386,carry,32,297,76159.9,42.0
387,387,carry,32,296,75736.6,42.0
388,388,carry,32,298,76167.8,42.0
389,389,carry,32,296,75785.5,42.0
390,390,carry,32,295,75503.8,42.0
391,391,carry,32,295,75577.5,42.0
392,392,carry,32,294,75308.9,42.0
393,393,carry,32,295,75488.4,42.0
394,394,carry,32,296,75649.1,42.0
395,395,carry,32,297,76001.1,42.0
396,396,carry,32,298,76279.0,42.0
397,397,carry,32,294,75338.7,42.0
398,398,carry,32,296,75876.6,42.0
399,399,carry,32,295,75442.3,42.0
400,400,carry,32,296,75901.4,42.0
401,401,carry,32,296,75717.9,42.0
402,402,carry,32,294,75202.8,42.0
403,403,carry,32,297,76038.9,42.0
404,404,carry,32,295,75574.2,42.0
405,405,carry,32,295,75595.8,42.0
406,406,carry,32,295,75433.4,42.0
407,407,carry,32,295,75559.3,42.0
408,408,carry,32,296,75887.2,42.0
409,409,carry,32,296,75700.2,42.0
410,410,carry,32,296,75857.2,42.0
411,411,carry,32,296,75867.2,42.0
412,412,carry,32,297,76157.8,42.0
413,413,carry,32,296,75653.7,42.0
414,414,carry,32,294,75310.0,42.0
415,415,carry,32,297,76081.0,42.0
416,416,carry,32,296,75657.1,42.0
417,417,carry,32,297,76095.3,42.0
418,418,carry,32,296,75873.8,42.0
419,419,carry,32,296,75717.8,42.0
420,420,carry,32,296,75863.3,42.0
421,421,carry,32,298,76348.8,42.0
422,422,carry,32,298,76387.0,42.0
423,423,carry,32,296,75778.6,42.0
424,424,carry,32,296,75806.1,42.0
425,425,carry,32,297,76083.7,42.0
426,426,carry,32,295,75501.3,42.0
427,427,carry,32,296,75858.5,42.0
428,428,carry,32,296,75749.7,42.0
429,429,carry,32,296,75852.7,42.0
430,430,carry,32,295,75505.0,42.0
431,431,carry,32,294,75275.9,42.0
432,432,carry,32,293,75129.4,42.0
433,433,carry,32,295,75419.0,42.0
434,434,carry,32,295,75618.6,42.0
435,435,carry,32,296,75668.7,42.0
436,436,carry,32,298,76344.6,42.0
437,437,carry,32,297,76092.7,42.0
438,438,carry,32,295,75466.0,42.0
439,439,carry,32,296,75862.9,42.0
440,440,carry,32,295,75634.2,42.0
441,441,carry,32,296,75671.4,42.0
442,442,carry,32,296,75813.7,42.0
443,443,carry,32,297,75945.2,42.0
444,444,carry,32,296,75654.8,42.0
445,445,carry,32,297,76080.0,42.0
446,446,carry,32,295,75411.5,42.0
447,447,carry,32,296,75759.5,42.0
448,448,carry,32,299,76544.7,42.0
449,449,carry,32,296,75825.2,42.0
450,450,carry,32,298,76191.9,42.0
451,451,carry,32,296,75785.3,42.0
452,452,carry,32,297,75933.6,42.0
453,453,carry,32,296,75740.4,42.0
454,454,carry,32,296,75705.9,42.0
455,455,carry,32,295,75521.4,42.0
456,456,carry,32,296,75888.0,42.0
457,457,carry,32,295,75499.5,42.0
458,458,carry,32,297,75959.3,42.0
459,459,carry,32,297,76086.5,42.0
460,460,carry,32,296,75868.6,42.0
461,461,carry,32,296,75670.8,42.0
462,462,carry,32,296,75895.1,42.0
463,463,carry,32,296,75664.0,42.0
464,464,carry,32,297,76041.1,42.0
465,465,carry,32,294,75202.6,42.0
466,466,carry,32,296,75655.9,42.0
467,467,carry,32,294,75154.3,42.0
468,468,carry,32,294,75304.5,42.0
469,469,carry,32,298,76170.9,42.0
470,470,carry,32,297,76028.8,42.0
471,471,carry,32,295,75539.6,42.0
472,472,carry,32,294,75302.3,42.0
473,473,carry,32,292,74859.2,42.0
474,474,carry,32,295,75592.9,42.0
475,475,carry,32,299,76491.0,42.0
476,476,carry,32,296,75889.4,42.0
477,477,carry,32,295,75588.0,42.0
478,478,carry,32,296,75898.5,42.0
479,479,carry,32,294,75284.6,42.0
480,480,carry,32,296,75667.5,42.0
481,481,carry,32,296,75787.7,42.0
482,482,carry,32,296,75731.5,42.0
483,483,carry,32,297,75997.2,42.0
484,484,carry,32,296,75862.0,42.0
485,485,carry,32,297,75960.1,42.0
486,486,carry,32,295,75549.0,42.0
487,487,carry,32,297,76029.6,42.0
488,488,carry,32,298,76251.2,42.0
489,489,carry,32,295,75463.6,42.0
490,490,carry,32,295,75488.6,42.0
491,491,carry,32,298,76162.4,42.0
492,492,carry,32,296,75699.6,42.0
493,493,carry,32,298,76183.0,42.0
494,494,carry,32,295,75623.5,42.0
495,495,carry,32,298,76198.5,42.0
496,496,carry,32,296,75797.4,42.0
497,497,carry,32,296,75835.8,42.0
498,498,carry,32,298,76231.7,42.0
499,499,carry,32,295,75647.9,42.0
500,500,carry,32,295,75472.4,42.0
501,501,carry,32,295,75621.6,42.0
502,502,carry,32,296,75894.6,42.0
503,503,carry,32,294,75283.1,42.0
504,504,carry,32,297,75950.7,42.0
505,505,carry,32,295,75594.3,42.0
506,506,carry,32,297,76105.4,42.0
507,507,carry,32,293,75032.0,42.0
508,508,carry,32,295,75519.2,42.0
509,509,carry,32,294,75246.5,42.0
510,510,carry,32,295,75507.2,42.0
511,511,carry,32,296,75832.6,42.0
512,512,carry,32,296,75703.3,42.0
513,513,carry,32,296,75680.8,42.0
514,514,carry,32,296,75709.3,42.0
515,515,carry,32,296,75819.2,42.0
516,516,carry,32,295,75452.0,42.0
517,517,carry,32,297,75971.8,42.0
518,518,carry,32,297,75958.4,42.0
519,519,carry,32,296,75874.3,42.0
520,520,carry,32,297,75926.2,42.0
521,521,carry,32,296,75847.4,42.0
522,522,carry,32,298,76374.3,42.0
523,523,carry,32,296,75731.2,42.0
524,524,carry,32,296,75664.5,42.0
525,525,carry,32,295,75529.2,42.0
526,526,carry,32,295,75444.8,42.0
527,527,carry,32,294,75380.5,42.0
528,528,carry,32,295,75488.2,42.0
529,529,carry,32,296,75736.2,42.0
530,530,carry,32,296,75858.9,42.0
531,531,carry,32,296,75773.1,42.0
532,532,carry,32,295,75525.6,42.0
533,533,carry,32,297,76030.4,42.0
534,534,carry,32,297,75981.6,42.0
535,535,carry,32,296,75709.2,42.0
536,536,carry,32,295,75559.7,42.0
537,537,carry,32,297,75923.8,42.0
538,538,carry,32,296,75814.5,42.0
539,539,carry,32,294,75318.7,42.0
540,540,carry,32,296,75737.0,42.0
541,541,carry,32,296,75837.0,42.0
542,542,carry,32,295,75484.9,42.0
543,543,carry,32,296,75815.1,42.0
544,544,carry,32,294,75316.7,42.0
545,545,carry,32,298,76162.5,42.0
546,546,carry,32,297,76135.7,42.0
547,547,carry,32,296,75681.1,42.0
548,548,carry,32,296,75867.7,42.0
549,549,carry,32,293,75027.3,42.0
550,550,carry,32,295,75407.2,42.0
551,551,carry,32,296,75668.6,42.0
552,552,carry,32,295,75432.7,42.0
553,553,carry,32,297,75974.1,42.0
554,554,carry,32,298,76362.8,42.0
555,555,carry,32,295,75401.0,42.0
556,556,carry,32,295,75503.8,42.0
557,557,carry,32,296,75828.9,42.0
558,558,carry,32,298,76245.8,42.0
559,559,carry,32,294,75387.2,42.0
560,560,carry,32,296,75833.0,42.0
561,561,carry,32,298,76309.5,42.0
562,562,carry,32,294,75257.0,42.0
563,563,carry,32,294,75369.4,42.0
564,564,carry,32,295,75629.2,42.0
565,565,carry,32,295,75599.8,42.0
566,566,carry,32,297,76003.8,42.0
567,567,carry,32,296,75830.8,42.0
568,568,carry,32,294,75219.7,42.0
569,569,carry,32,297,75913.8,42.0
570,570,carry,32,295,75582.6,42.0
571,571,carry,32,297,76143.8,42.0
572,572,carry,32,295,75567.4,42.0
573,573,carry,32,295,75564.7,42.0
574,574,carry,32,297,75921.6,42.0
575,575,carry,32,297,75988.8,42.0
576,576,carry,32,296,75893.4,42.0
577,577,carry,32,294,75246.8,42.0
578,578,carry,32,297,75920.6,42.0
579,579,carry,32,295,75444.1,42.0
580,580,carry,32,296,75828.9,42.0
581,581,carry,32,294,75326.1,42.0
582,582,carry,32,296,75892.8,42.0
583,583,carry,32,295,75513.2,42.0
584,584,carry,32,294,75368.9,42.0
585,585,carry,32,297,75973.9,42.0
586,586,carry,32,296,75830.8,42.0
587,587,carry,32,295,75571.5,42.0
588,588,carry,32,298,76197.3,42.0
589,589,carry,32,295,75624.0,42.0
590,590,carry,32,296,75767.3,42.0
591,591,carry,32,296,75839.1,42.0
592,592,carry,32,295,75569.8,42.0
593,593,carry,32,296,75900.3,42.0
594,594,carry,32,295,75595.9,42.0
595,595,carry,32,295,75632.8,42.0
596,596,carry,32,298,76170.5,42.0
597,597,carry,32,295,75442.2,42.0
598,598,carry,32,293,75026.4,42.0
599,599,carry,32,298,76245.7,42.0
600,600,carry,32,299,76530.1,42.0
601,601,carry,32,295,75634.8,42.0
602,602,carry,32,294,75170.7,42.0
603,603,carry,32,296,75663.5,42.0
604,604,carry,32,296,75670.8,42.0
605,605,carry,32,296,75700.0,42.0
606,606,carry,32,295,75420.2,42.0
607,607,carry,32,297,75933.2,42.0
608,608,carry,32,297,75916.5,42.0
609,609,carry,32,294,75304.7,42.0
610,610,carry,32,297,75969.5,42.0
611,611,carry,32,298,76379.6,42.0
612,612,carry,32,296,75809.7,42.0
613,613,carry,32,296,75655.4,42.0
614,614,carry,32,296,75714.5,42.0
615,615,carry,32,297,75944.0,42.0
616,616,carry,32,294,75233.1,42.0
617,617,carry,32,296,75807.4,42.0
618,618,carry,32,295,75639.3,42.0
619,619,carry,32,298,76317.5,42.0
620,620,carry,32,296,75704.8,42.0
621,621,carry,32,298,76263.0,42.0
622,622,carry,32,295,75423.1,42.0
623,623,carry,32,297,75935.5,42.0
624,624,carry,32,296,75854.4,42.0
625,625,carry,32,295,75494.2,42.0
626,626,carry,32,296,75811.3,42.0
627,627,carry,32,297,76125.0,42.0
628,628,carry,32,296,75659.5,42.0
629,629,carry,32,294,75244.9,42.0
630,630,carry,32,296,75752.3,42.0
631,631,carry,32,295,75484.1,42.0
632,632,carry,32,296,75653.8,42.0
633,633,carry,32,296,75732.9,42.0
634,634,carry,32,294,75240.7,42.0
635,635,carry,32,294,75268.0,42.0
636,636,carry,32,296,75903.7,42.0
637,637,carry,32,295,75599.2,42.0
638,638,carry,32,293,74980.4,42.0
639,639,carry,32,297,75995.4,42.0
640,640,carry,32,296,75840.1,42.0
641,641,carry,32,295,75541.3,42.0
642,642,carry,32,294,75358.5,42.0
643,643,carry,32,297,76010.9,42.0
644,644,carry,32,296,75863.4,42.0
645,645,carry,32,299,76479.6,42.0
646,646,carry,32,296,75884.9,42.0
647,647,carry,32,296,75875.1,42.0
648,648,carry,32,296,75707.0,42.0
649,649,carry,32,297,76005.1,42.0
650,650,carry,32,297,75947.0,42.0
651,651,carry,32,297,76136.9,42.0
652,652,carry,32,295,75599.6,42.0
653,653,carry,32,295,75625.6,42.0
654,654,carry,32,295,75612.4,42.0
655,655,carry,32,297,75997.2,42.0
656,656,carry,32,298,76211.6,42.0
657,657,carry,32,295,75618.5,42.0
658,658,carry,32,295,75628.9,42.0
659,659,carry,32,296,75852.8,42.0
660,660,carry,32,296,75683.1,42.0
661,661,carry,32,297,76046.1,42.0
662,662,carry,32,293,75075.2,42.0
663,663,carry,32,295,75507.1,42.0
664,664,carry,32,295,75520.5,42.0
665,665,carry,32,293,75054.4,42.0
666,666,carry,32,295,75465.6,42.0
667,667,carry,32,295,75480.3,42.0
668,668,carry,32,296,75696.6,42.0
669,669,carry,32,297,76094.8,42.0
670,670,carry,32,296,75683.3,42.0
671,671,carry,32,295,75445.2,42.0
672,672,carry,32,296,75740.3,42.0
673,673,carry,32,297,76075.5,42.0
674,674,carry,32,295,75461.8,42.0
675,675,carry,32,295,75481.6,42.0
676,676,carry,32,297,75926.8,42.0
677,677,carry,32,296,75690.4,42.0
678,678,carry,32,297,75953.8,42.0
679,679,carry,32,296,75753.4,42.0
680,680,carry,32,297,75970.2,42.0
681,681,carry,32,295,75443.9,42.0
682,682,carry,32,296,75753.9,42.0
683,683,carry,32,296,75693.7,42.0
684,684,carry,32,294,75389.1,42.0
685,685,carry,32,294,75283.8,42.0
686,686,carry,32,297,75965.4,42.0
687,687,carry,32,296,75651.2,42.0
688,688,carry,32,295,75447.8,42.0
689,689,carry,32,296,75728.4,42.0
690,690,carry,32,297,76099.4,42.0
691,691,carry,32,293,75066.4,42.0
692,692,carry,32,294,75304.0,42.0
693,693,carry,32,295,75477.9,42.0
694,694,carry,32,298,76200.4,42.0
695,695,carry,32,296,75843.2,42.0
